condition,metric,value
EN-Spec,rougeL,0.04210526315789474
EN-Spec,length_ratio,46.0
EN-Spec,bleu,0.00663986619704744
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,52.5
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,89.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.05357142857142857
EN-Spec,rouge2,0.03636363636363636
EN-Spec,rougeL,0.05357142857142857
EN-Spec,length_ratio,36.333333333333336
EN-Spec,bleu,0.018217757668060094
EN-Spec,rouge1,0.09302325581395349
EN-Spec,rouge2,0.015748031496062992
EN-Spec,rougeL,0.09302325581395349
EN-Spec,length_ratio,11.9
EN-Spec,bleu,0.00708505968747051
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,101.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,100.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,100.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.04347826086956522
EN-Spec,rouge2,0.02222222222222222
EN-Spec,rougeL,0.04347826086956522
EN-Spec,length_ratio,80.0
EN-Spec,bleu,0.006578093286262359
EN-Spec,rouge1,0.019417475728155338
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.019417475728155338
EN-Spec,length_ratio,50.5
EN-Spec,bleu,0.0030879497565970086
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,104.0
EN-Spec,bleu,0.0032289664096999795
EN-Spec,rouge1,0.035398230088495575
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.035398230088495575
EN-Spec,length_ratio,27.25
EN-Spec,bleu,0.003640414786955048
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,109.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.01818181818181818
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.01818181818181818
EN-Spec,length_ratio,26.5
EN-Spec,bleu,0.002983705723513635
EN-Spec,rouge1,0.03669724770642201
EN-Spec,rouge2,0.018691588785046728
EN-Spec,rougeL,0.03669724770642201
EN-Spec,length_ratio,53.5
EN-Spec,bleu,0.005967411447027271
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,118.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,118.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.016129032258064516
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.016129032258064516
EN-Spec,length_ratio,61.0
EN-Spec,bleu,0.002773074389733541
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,59.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.03508771929824561
EN-Spec,rouge2,0.01785714285714286
EN-Spec,rougeL,0.03508771929824561
EN-Spec,length_ratio,55.5
EN-Spec,bleu,0.006018202506844246
EN-Spec,rouge1,0.019801980198019806
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.019801980198019806
EN-Spec,length_ratio,48.0
EN-Spec,bleu,0.0034161741162926397
EN-Spec,rouge1,0.04761904761904762
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.04761904761904762
EN-Spec,length_ratio,9.5
EN-Spec,bleu,0.0046981119395512715
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,38.333333333333336
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,42.5
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,32.333333333333336
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,99.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.06666666666666667
EN-Spec,rouge2,0.05084745762711864
EN-Spec,rougeL,0.06666666666666667
EN-Spec,length_ratio,38.0
EN-Spec,bleu,0.011013653712286027
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,109.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.038461538461538464
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.038461538461538464
EN-Spec,length_ratio,25.0
EN-Spec,bleu,0.003737501979518193
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,50.5
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.01834862385321101
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.01834862385321101
EN-Spec,length_ratio,35.333333333333336
EN-Spec,bleu,0.0032289664096999795
EN-Spec,rouge1,0.016528925619834708
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.016528925619834708
EN-Spec,length_ratio,15.714285714285714
EN-Spec,bleu,0.004179496302965033
EN-Spec,rouge1,0.0392156862745098
EN-Spec,rouge2,0.02
EN-Spec,rougeL,0.0392156862745098
EN-Spec,length_ratio,48.0
EN-Spec,bleu,0.00663986619704744
EN-Spec,rouge1,0.1111111111111111
EN-Spec,rouge2,0.09433962264150944
EN-Spec,rougeL,0.1111111111111111
EN-Spec,length_ratio,16.333333333333332
EN-Spec,bleu,0.04090250918284347
EN-Spec,rouge1,0.030534351145038167
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.030534351145038167
EN-Spec,length_ratio,10.909090909090908
EN-Spec,bleu,0.0031974403438241915
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,28.333333333333332
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,12.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.01652892561983471
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.01652892561983471
EN-Spec,length_ratio,39.333333333333336
EN-Spec,bleu,0.003350317874355949
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,48.5
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.023255813953488372
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.023255813953488372
EN-Spec,length_ratio,37.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.07407407407407407
EN-Spec,rouge2,0.05660377358490566
EN-Spec,rougeL,0.07407407407407407
EN-Spec,length_ratio,26.0
EN-Spec,bleu,0.01916422118991809
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,58.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,92.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.01904761904761905
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.01904761904761905
EN-Spec,length_ratio,104.0
EN-Spec,bleu,0.002983705723513635
EN-Spec,rouge1,0.037037037037037035
EN-Spec,rouge2,0.01886792452830189
EN-Spec,rougeL,0.037037037037037035
EN-Spec,length_ratio,51.0
EN-Spec,bleu,0.006285704033161021
EN-Spec,rouge1,0.055045871559633024
EN-Spec,rouge2,0.03738317757009346
EN-Spec,rougeL,0.055045871559633024
EN-Spec,length_ratio,35.333333333333336
EN-Spec,bleu,0.018522683851014174
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,41.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.07079646017699115
EN-Spec,rouge2,0.05405405405405406
EN-Spec,rougeL,0.07079646017699115
EN-Spec,length_ratio,51.5
EN-Spec,bleu,0.006230317982402408
EN-Spec,rouge1,0.019047619047619046
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.019047619047619046
EN-Spec,length_ratio,49.5
EN-Spec,bleu,0.0030612117443871143
EN-Spec,rouge1,0.03252032520325203
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.03252032520325203
EN-Spec,length_ratio,10.5
EN-Spec,bleu,0.0037045692367011713
EN-Spec,rouge1,0.021052631578947368
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.021052631578947368
EN-Spec,length_ratio,94.0
EN-Spec,bleu,0.0032890466431311793
EN-Spec,rouge1,0.018867924528301886
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.018867924528301886
EN-Spec,length_ratio,34.333333333333336
EN-Spec,bleu,0.00314285201658051
EN-Spec,rouge1,0.028169014084507043
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.028169014084507043
EN-Spec,length_ratio,69.0
EN-Spec,bleu,0.004135480978530135
EN-Spec,rouge1,0.04395604395604395
EN-Spec,rouge2,0.02247191011235955
EN-Spec,rougeL,0.04395604395604395
EN-Spec,length_ratio,43.0
EN-Spec,bleu,0.0067669593882550795
EN-Spec,rouge1,0.037383177570093455
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.018691588785046728
EN-Spec,length_ratio,33.333333333333336
EN-Spec,bleu,0.003672211821316083
EN-Spec,rouge1,0.018018018018018018
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.018018018018018018
EN-Spec,length_ratio,106.0
EN-Spec,bleu,0.00314285201658051
EN-Spec,rouge1,0.05607476635514019
EN-Spec,rouge2,0.03809523809523809
EN-Spec,rougeL,0.05607476635514019
EN-Spec,length_ratio,34.666666666666664
EN-Spec,bleu,0.011297292909262641
EN-Spec,rouge1,0.02150537634408602
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.02150537634408602
EN-Spec,length_ratio,92.0
EN-Spec,bleu,0.0033514051768764384
EN-Spec,rouge1,0.01680672268907563
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.01680672268907563
EN-Spec,length_ratio,116.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,114.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.06837606837606838
EN-Spec,rouge2,0.017391304347826087
EN-Spec,rougeL,0.05128205128205129
EN-Spec,length_ratio,15.571428571428571
EN-Spec,bleu,0.003798545394326189
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,111.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.018691588785046728
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.018691588785046728
EN-Spec,length_ratio,100.0
EN-Spec,bleu,0.0033199330985237206
EN-Spec,rouge1,0.031999999999999994
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.031999999999999994
EN-Spec,length_ratio,23.6
EN-Spec,bleu,0.006973912881297118
EN-Spec,rouge1,0.017094017094017096
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.017094017094017096
EN-Spec,length_ratio,38.0
EN-Spec,bleu,0.002773074389733541
EN-Spec,rouge1,0.07207207207207207
EN-Spec,rouge2,0.055045871559633024
EN-Spec,rougeL,0.07207207207207207
EN-Spec,length_ratio,26.25
EN-Spec,bleu,0.019501949206422647
EN-Spec,rouge1,0.02222222222222222
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.02222222222222222
EN-Spec,length_ratio,89.0
EN-Spec,bleu,0.003518161903016947
EN-Spec,rouge1,0.06000000000000001
EN-Spec,rouge2,0.04081632653061225
EN-Spec,rougeL,0.06000000000000001
EN-Spec,length_ratio,43.5
EN-Spec,bleu,0.012358183493520256
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,104.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,43.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.08791208791208792
EN-Spec,rouge2,0.06741573033707865
EN-Spec,rougeL,0.08791208791208792
EN-Spec,length_ratio,25.666666666666668
EN-Spec,bleu,0.014228866615678674
EN-Spec,rouge1,0.03603603603603604
EN-Spec,rouge2,0.018348623853211007
EN-Spec,rougeL,0.03603603603603604
EN-Spec,length_ratio,55.0
EN-Spec,bleu,0.006069865635648469
EN-Spec,rouge1,0.06299212598425198
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.047244094488188976
EN-Spec,length_ratio,11.7
EN-Spec,bleu,0.0041842835600020304
EN-Spec,rouge1,0.01785714285714286
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.01785714285714286
EN-Spec,length_ratio,16.166666666666668
EN-Spec,bleu,0.0033199330985237206
EN-Spec,rouge1,0.052173913043478265
EN-Spec,rouge2,0.035398230088495575
EN-Spec,rougeL,0.052173913043478265
EN-Spec,length_ratio,37.333333333333336
EN-Spec,bleu,0.010571301880937002
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,98.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,86.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.020408163265306124
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.020408163265306124
EN-Spec,length_ratio,97.0
EN-Spec,bleu,0.0033834796941275397
EN-Spec,rouge1,0.023529411764705882
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.023529411764705882
EN-Spec,length_ratio,65.0
EN-Spec,bleu,0.004392391264102246
EN-Spec,rouge1,0.050420168067226885
EN-Spec,rouge2,0.017094017094017096
EN-Spec,rougeL,0.050420168067226885
EN-Spec,length_ratio,16.0
EN-Spec,bleu,0.006494406442907904
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,28.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0196078431372549
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0196078431372549
EN-Spec,length_ratio,101.0
EN-Spec,bleu,0.0033834796941275397
EN-Spec,rouge1,0.01834862385321101
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.01834862385321101
EN-Spec,length_ratio,35.333333333333336
EN-Spec,bleu,0.003115158991201204
EN-Spec,rouge1,0.11009174311926606
EN-Spec,rouge2,0.09345794392523364
EN-Spec,rougeL,0.11009174311926606
EN-Spec,length_ratio,16.166666666666668
EN-Spec,bleu,0.04743457699578347
EN-Spec,rouge1,0.06956521739130435
EN-Spec,rouge2,0.035398230088495575
EN-Spec,rougeL,0.06956521739130435
EN-Spec,length_ratio,25.25
EN-Spec,bleu,0.003911357669587414
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,98.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.027027027027027025
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.027027027027027025
EN-Spec,length_ratio,71.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.09009009009009009
EN-Spec,rouge2,0.07339449541284404
EN-Spec,rougeL,0.09009009009009009
EN-Spec,length_ratio,16.666666666666668
EN-Spec,bleu,0.0286571947993979
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,112.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,56.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,120.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.03571428571428572
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.03571428571428572
EN-Spec,length_ratio,36.0
EN-Spec,bleu,0.0029341793370341335
EN-Spec,rouge1,0.09174311926605505
EN-Spec,rouge2,0.07476635514018691
EN-Spec,rougeL,0.09174311926605505
EN-Spec,length_ratio,25.75
EN-Spec,bleu,0.02078390439749762
EN-Spec,rouge1,0.04347826086956522
EN-Spec,rouge2,0.02222222222222222
EN-Spec,rougeL,0.04347826086956522
EN-Spec,length_ratio,82.0
EN-Spec,bleu,0.006966991964046455
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,44.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,113.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.06185567010309278
EN-Spec,rouge2,0.04210526315789474
EN-Spec,rougeL,0.06185567010309278
EN-Spec,length_ratio,28.666666666666668
EN-Spec,bleu,0.014543364191042532
EN-Spec,rouge1,0.020202020202020204
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.020202020202020204
EN-Spec,length_ratio,98.0
EN-Spec,bleu,0.0032289664096999795
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,55.5
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.02040816326530612
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.02040816326530612
EN-Spec,length_ratio,28.0
EN-Spec,bleu,0.0036264270632120365
EN-Spec,rouge1,0.1621621621621622
EN-Spec,rouge2,0.14678899082568805
EN-Spec,rougeL,0.1621621621621622
EN-Spec,length_ratio,11.222222222222221
EN-Spec,bleu,0.06533872525796569
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,122.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.016
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.016
EN-Spec,length_ratio,124.0
EN-Spec,bleu,0.002862897810683335
EN-Spec,rouge1,0.0196078431372549
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0196078431372549
EN-Spec,length_ratio,99.0
EN-Spec,bleu,0.0032890466431311793
EN-Spec,rouge1,0.04347826086956521
EN-Spec,rouge2,0.022222222222222223
EN-Spec,rougeL,0.04347826086956521
EN-Spec,length_ratio,10.5
EN-Spec,bleu,0.007813930933626756
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,103.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.02040816326530612
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.02040816326530612
EN-Spec,length_ratio,22.75
EN-Spec,bleu,0.0033834796941275397
EN-Spec,rouge1,0.01652892561983471
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.01652892561983471
EN-Spec,length_ratio,120.0
EN-Spec,bleu,0.0027949976322926644
EN-Spec,rouge1,0.048192771084337345
EN-Spec,rouge2,0.02469135802469136
EN-Spec,rougeL,0.048192771084337345
EN-Spec,length_ratio,37.5
EN-Spec,bleu,0.007728519957559892
EN-Spec,rouge1,0.01923076923076923
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.01923076923076923
EN-Spec,length_ratio,98.0
EN-Spec,bleu,0.00314285201658051
EN-Spec,rouge1,0.24137931034482762
EN-Spec,rouge2,0.22807017543859648
EN-Spec,rougeL,0.24137931034482762
EN-Spec,length_ratio,7.071428571428571
EN-Spec,bleu,0.11475051695626616
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,106.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.06956521739130435
EN-Spec,rouge2,0.053097345132743355
EN-Spec,rougeL,0.06956521739130435
EN-Spec,length_ratio,27.5
EN-Spec,bleu,0.018522683851014174
EN-Spec,rouge1,0.018348623853211007
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.018348623853211007
EN-Spec,length_ratio,14.142857142857142
EN-Spec,bleu,0.0038051559389873403
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,117.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.05607476635514019
EN-Spec,rouge2,0.03809523809523809
EN-Spec,rougeL,0.05607476635514019
EN-Spec,length_ratio,34.0
EN-Spec,bleu,0.012130358456394588
EN-Spec,rouge1,0.061224489795918366
EN-Spec,rouge2,0.04166666666666667
EN-Spec,rougeL,0.061224489795918366
EN-Spec,length_ratio,30.0
EN-Spec,bleu,0.012243211151645299
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,117.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,91.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.04
EN-Spec,rouge2,0.020408163265306124
EN-Spec,rougeL,0.04
EN-Spec,length_ratio,45.5
EN-Spec,bleu,0.003640414786955048
EN-Spec,rouge1,0.13333333333333333
EN-Spec,rouge2,0.11650485436893204
EN-Spec,rougeL,0.13333333333333333
EN-Spec,length_ratio,12.0
EN-Spec,bleu,0.058470369869488774
EN-Spec,rouge1,0.015873015873015872
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.015873015873015872
EN-Spec,length_ratio,62.0
EN-Spec,bleu,0.002773074389733541
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,120.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.018018018018018018
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.018018018018018018
EN-Spec,length_ratio,34.666666666666664
EN-Spec,bleu,0.003115158991201204
EN-Spec,rouge1,0.017241379310344827
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.017241379310344827
EN-Spec,length_ratio,111.0
EN-Spec,bleu,0.0029587352796848236
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,99.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.03738317757009346
EN-Spec,rouge2,0.01904761904761905
EN-Spec,rougeL,0.03738317757009346
EN-Spec,length_ratio,50.5
EN-Spec,bleu,0.006285704033161021
EN-Spec,rouge1,0.018518518518518517
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.018518518518518517
EN-Spec,length_ratio,107.0
EN-Spec,bleu,0.0030612117443871143
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,35.666666666666664
EN-Spec,bleu,0.0029100276592091624
EN-Spec,rouge1,0.01886792452830189
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.01886792452830189
EN-Spec,length_ratio,104.0
EN-Spec,bleu,0.003034932817824235
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,88.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,30.333333333333332
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.042553191489361694
EN-Spec,rouge2,0.02173913043478261
EN-Spec,rougeL,0.042553191489361694
EN-Spec,length_ratio,46.0
EN-Spec,bleu,0.00663986619704744
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,53.5
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.032
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.032
EN-Spec,length_ratio,7.928571428571429
EN-Spec,bleu,0.007379070374143264
EN-Spec,rouge1,0.03636363636363636
EN-Spec,rouge2,0.018518518518518517
EN-Spec,rougeL,0.03636363636363636
EN-Spec,length_ratio,35.333333333333336
EN-Spec,bleu,0.005917470559369649
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,58.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,116.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,14.375
EN-Spec,bleu,0.0036495711403124052
EN-Spec,rouge1,0.08695652173913045
EN-Spec,rouge2,0.07079646017699115
EN-Spec,rougeL,0.08695652173913045
EN-Spec,length_ratio,20.8
EN-Spec,bleu,0.028907499740195467
EN-Spec,rouge1,0.08695652173913042
EN-Spec,rouge2,0.01769911504424779
EN-Spec,rougeL,0.08695652173913042
EN-Spec,length_ratio,10.5
EN-Spec,bleu,0.007787829225597843
EN-Spec,rouge1,0.053097345132743355
EN-Spec,rouge2,0.03603603603603604
EN-Spec,rougeL,0.053097345132743355
EN-Spec,length_ratio,36.666666666666664
EN-Spec,bleu,0.01149464419260929
EN-Spec,rouge1,0.018018018018018018
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.018018018018018018
EN-Spec,length_ratio,108.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.03333333333333333
EN-Spec,rouge2,0.016949152542372885
EN-Spec,rougeL,0.03333333333333333
EN-Spec,length_ratio,58.0
EN-Spec,bleu,0.005868358674068267
EN-Spec,rouge1,0.07272727272727272
EN-Spec,rouge2,0.05555555555555556
EN-Spec,rougeL,0.07272727272727272
EN-Spec,length_ratio,50.5
EN-Spec,bleu,0.006457932819399957
EN-Spec,rouge1,0.05
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.05
EN-Spec,length_ratio,38.5
EN-Spec,bleu,0.00423455197103223
EN-Spec,rouge1,0.021052631578947368
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.021052631578947368
EN-Spec,length_ratio,93.0
EN-Spec,bleu,0.003449506591186915
EN-Spec,rouge1,0.10416666666666666
EN-Spec,rouge2,0.0851063829787234
EN-Spec,rougeL,0.10416666666666666
EN-Spec,length_ratio,17.2
EN-Spec,bleu,0.03293488311464792
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,41.5
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
EN-Spec,length_ratio,113.0
EN-Spec,bleu,0.0
EN-Spec,rouge1,0.053097345132743355
EN-Spec,rouge2,0.03603603603603604
EN-Spec,rougeL,0.053097345132743355
EN-Spec,length_ratio,34.666666666666664
EN-Spec,bleu,0.017922708871304243
EN-Spec,rouge1,0.034782608695652174
EN-Spec,rouge2,0.017699115044247787
EN-Spec,rougeL,0.034782608695652174
EN-Spec,length_ratio,56.5
EN-Spec,bleu,0.005634540581012724
EN-Spec,rouge1,0.0
EN-Spec,rouge2,0.0
EN-Spec,rougeL,0.0
